iteration,red_power,blue_power,cofm_ratio,win_side
4827,7.9136295,5.752382,1.38,RED
4828,12.4670725,7.78182,1.6,RED
4829,8.9673605,6.0384245,1.49,RED
4830,6.834464,9.010611,0.76,BLUE
4831,8.708187,7.8615417,1.11,RED
4832,7.3465567,8.397123,0.87,BLUE
4833,11.333272,7.1347704,1.59,RED
4834,6.9330454,7.345476,0.94,BLUE
4835,12.346826,5.452815,2.26,RED
4836,9.787885,7.798561,1.26,RED
4837,11.633816,5.4666014,2.13,RED
4838,9.135629,6.746397,1.35,RED
4839,7.6125884,7.627571,1.0,BLUE
4840,10.314529,6.4821706,1.59,RED
4841,9.726872,6.936456,1.4,RED
4842,8.380186,5.392601,1.55,RED
4843,11.838286,8.261011,1.43,RED
4844,11.035165,5.426867,2.03,RED
4845,11.9981985,7.9437327,1.51,RED
4846,12.841109,7.218681,1.78,RED
4847,7.680502,6.4801397,1.19,RED
4848,9.906082,8.1174965,1.22,RED
4849,8.139467,5.7418656,1.42,RED
4850,9.24952,6.788768,1.36,RED
4851,9.287277,5.6838427,1.63,RED
4852,12.14463,5.5399084,2.19,RED
4853,11.287331,6.8207216,1.65,RED
4854,6.4602633,7.255321,0.89,BLUE
4855,12.433048,8.863377,1.4,RED
4856,10.423975,6.420334,1.62,RED
4857,9.766123,6.1397204,1.59,RED
4858,6.369937,7.191909,0.89,BLUE
4859,12.664473,4.7587986,2.66,RED
4860,8.407508,8.15376,1.03,BLUE
4861,12.308183,7.11718,1.73,RED
4862,6.9665885,4.9545546,1.41,RED
4863,6.637243,5.8413224,1.14,RED
4864,7.58174,5.427383,1.4,RED
4865,11.507638,6.304841,1.83,RED
4866,10.3125305,8.777896,1.17,RED
4867,8.584269,8.840727,0.97,BLUE
4868,7.280894,8.664958,0.84,BLUE
4869,8.523817,4.7087955,1.81,RED
4870,11.7050905,7.598056,1.54,RED
4871,11.318316,4.7508464,2.38,RED
4872,7.5994134,6.8579097,1.11,RED
4873,6.7891846,5.186913,1.31,RED
4874,9.921881,5.4489965,1.82,RED
4875,10.009084,7.1241455,1.4,RED
4876,11.666419,5.777516,2.02,RED
4877,9.831894,5.281667,1.86,RED
4878,9.587058,4.7011623,2.04,RED
4879,12.167426,8.189684,1.49,RED
4880,11.266557,7.5916085,1.48,RED
4881,7.625865,7.1595507,1.07,BLUE
4882,6.618112,4.6884866,1.41,RED
4883,9.2301,7.108153,1.3,RED
4884,10.729093,4.6079793,2.33,RED
4885,12.8744,7.442938,1.73,RED
4886,10.203664,5.8731637,1.74,RED
4887,8.54721,9.295909,0.92,BLUE
4888,11.170083,5.482638,2.04,RED
4889,11.672659,7.1132135,1.64,RED
4890,12.065156,6.9425125,1.74,RED
4891,8.5364,6.4067097,1.33,RED
4892,11.576091,5.453573,2.12,RED
4893,9.655993,5.257971,1.84,RED
4894,12.843346,7.145577,1.8,RED
4895,7.71705,7.7115283,1.0,BLUE
4896,9.574979,7.405256,1.29,RED
4897,6.7486157,6.0352583,1.12,RED
4898,9.140584,4.993222,1.83,RED
4899,8.473174,5.341063,1.59,RED
4900,11.714724,7.39359,1.58,RED
4901,7.353156,9.098265,0.81,BLUE
4902,10.767088,6.159459,1.75,RED
4903,10.915456,7.3298807,1.49,RED
4904,9.074742,8.489643,1.07,BLUE
4905,7.264322,8.434757,0.86,BLUE
4906,11.769817,4.8122945,2.45,RED
4907,8.779525,6.5282397,1.34,RED
4908,8.047919,6.6847515,1.2,RED
4909,8.957855,7.176099,1.25,RED
4910,7.75369,7.8536806,0.99,BLUE
4911,7.075956,5.8195004,1.22,RED
4912,7.5386825,7.775697,0.97,BLUE
4913,9.526912,5.083786,1.87,RED
4914,12.492809,7.328799,1.7,RED
4915,9.928301,4.8039613,2.07,RED
4916,12.935298,7.694601,1.68,RED
4917,10.108549,7.115243,1.42,RED
4918,10.546,7.480763,1.41,RED
4919,9.891361,6.5301256,1.51,RED
4920,12.596067,4.656974,2.7,RED
4921,10.176558,7.151093,1.42,RED
4922,8.706539,6.4746757,1.34,RED
4923,6.783476,8.449283,0.8,BLUE
4924,8.513611,4.852496,1.75,RED
4925,10.485166,8.722259,1.2,RED
4926,10.696257,5.2346673,2.04,RED
4927,9.770147,4.9466033,1.98,RED
4928,6.2514205,6.454564,0.97,BLUE
4929,8.822372,7.842236,1.12,RED
4930,10.2221155,8.219245,1.24,RED
4931,7.8918705,7.305813,1.08,BLUE
4932,11.90879,8.868922,1.34,RED
4933,13.016247,7.612036,1.71,RED
4934,12.200472,8.402964,1.45,RED
4935,12.511212,4.408498,2.84,RED
4936,10.525073,5.833226,1.8,RED
4937,8.762512,6.8201494,1.28,RED
4938,8.536776,6.675746,1.28,RED
4939,9.250649,7.940108,1.17,RED
4940,8.10054,5.18551,1.56,RED
4941,7.399416,5.9302707,1.25,RED
4942,7.2433434,4.804411,1.51,RED
4943,7.3183527,6.4980197,1.13,RED
4944,7.59503,5.824242,1.3,RED
4945,10.179081,7.555348,1.35,RED
4946,9.530311,6.3719516,1.5,RED
4947,12.13684,7.7401347,1.57,RED
4948,8.3934145,8.209209,1.02,BLUE
4949,6.396414,8.302135,0.77,BLUE
4950,10.137581,5.4811764,1.85,RED
4951,12.2816515,6.2376914,1.97,RED
4952,10.521637,8.993601,1.17,RED
4953,9.975576,8.178016,1.22,RED
4954,9.658019,8.662457,1.11,RED
4955,7.7446117,7.5585313,1.02,BLUE
4956,12.187784,7.632796,1.6,RED
4957,7.015528,8.420426,0.83,BLUE
4958,8.085391,6.951967,1.16,RED
4959,9.185726,7.7825313,1.18,RED
4960,9.850321,7.97553,1.24,RED
4961,10.364041,4.8199773,2.15,RED
4962,7.05788,8.185072,0.86,BLUE
4963,8.284883,4.7309704,1.75,RED
4964,7.97151,4.7777376,1.67,RED
4965,10.579906,8.572398,1.23,RED
4966,7.4890757,6.841824,1.09,BLUE
4967,13.507279,6.750997,2.0,RED
4968,12.288489,4.5353613,2.71,RED
4969,7.950696,4.714368,1.69,RED
4970,12.00773,5.8580103,2.05,RED
4971,12.959056,4.7761855,2.71,RED
4972,10.977292,8.170846,1.34,RED
4973,11.909194,5.5821247,2.13,RED
4974,7.4127593,7.9105735,0.94,BLUE
4975,10.328879,4.6958647,2.2,RED
4976,11.354136,5.126601,2.21,RED
4977,6.3638496,5.3879123,1.18,RED
4978,8.3105345,8.295813,1.0,BLUE
4979,11.120229,8.039088,1.38,RED
4980,8.560033,8.943173,0.96,BLUE
4981,7.349622,5.4480863,1.35,RED
4982,6.9612417,6.0035033,1.16,RED
4983,6.9821095,5.9489403,1.17,RED
4984,6.7605586,6.819166,0.99,BLUE
4985,11.943265,6.071495,1.97,RED
4986,7.5496235,5.656691,1.33,RED
4987,8.872611,7.6524334,1.16,RED
4988,8.89517,5.5049067,1.62,RED
4989,9.885168,5.1603904,1.92,RED
4990,13.074292,5.9167504,2.21,RED
4991,7.482223,6.942641,1.08,BLUE
4992,8.503409,6.5862474,1.29,RED
4993,7.258594,5.1991086,1.4,RED
4994,8.458329,7.119601,1.19,RED
4995,6.862031,7.098561,0.97,BLUE
4996,10.200063,8.141624,1.25,RED
4997,8.639996,8.368379,1.03,BLUE
4998,8.233308,8.062455,1.02,BLUE
4999,10.217541,6.2041492,1.65,RED
5000,8.117414,6.387414,1.27,RED
5001,12.133558,8.184178,1.48,RED
5002,7.4385757,6.9948406,1.06,BLUE
5003,8.928917,9.235525,0.97,BLUE
5004,8.005245,6.8301277,1.17,RED
5005,9.5079,8.109319,1.17,RED
5006,12.136552,7.18572,1.69,RED
5007,12.683556,6.212604,2.04,RED
5008,7.9814963,8.474513,0.94,BLUE
5009,8.9219675,5.082201,1.76,RED
5010,10.8769,7.0716343,1.54,RED
5011,11.315445,7.619398,1.49,RED
5012,10.120094,5.278265,1.92,RED
5013,10.366611,7.953091,1.3,RED
5014,12.538603,6.1982074,2.02,RED
5015,8.436744,6.896335,1.22,RED
5016,12.485879,5.150038,2.42,RED
5017,9.118443,7.3129597,1.25,RED
5018,7.4340105,4.8077626,1.55,RED
5019,10.933792,4.5754023,2.39,RED
5020,8.810478,5.42823,1.62,RED
5021,7.0345297,8.528675,0.82,BLUE
5022,9.162703,6.922637,1.32,RED
5023,11.1563015,5.2665677,2.12,RED
5024,10.1819935,5.9178767,1.72,RED
5025,12.341574,8.245041,1.5,RED
5026,10.971899,8.577384,1.28,RED
5027,7.091278,9.082648,0.78,BLUE
5028,11.217405,6.68969,1.68,RED
5029,10.65007,6.965339,1.53,RED
5030,9.612365,5.6495495,1.7,RED
5031,10.923392,5.8752575,1.86,RED
5032,9.93992,7.4096584,1.34,RED
5033,10.243503,7.300844,1.4,RED
5034,11.225006,6.8169303,1.65,RED
5035,6.6241307,6.034814,1.1,BLUE
5036,8.553099,5.765006,1.48,RED
5037,10.267679,5.923685,1.73,RED
5038,9.174211,6.9071794,1.33,RED
5039,10.429534,8.290238,1.26,RED
5040,10.290607,5.0498085,2.04,RED
5041,7.482114,6.2776375,1.19,RED
5042,8.57859,6.5615034,1.31,RED
5043,10.879005,6.128457,1.78,RED
5044,8.27793,8.58518,0.96,BLUE
5045,6.359426,4.6263657,1.37,RED
5046,12.384924,6.2802997,1.97,RED
5047,11.226831,6.8138976,1.65,RED
5048,7.832097,8.882816,0.88,BLUE
5049,8.758786,7.5482917,1.16,RED
5050,12.297147,5.3235493,2.31,RED
5051,9.768162,5.4038196,1.81,RED
5052,9.67446,5.8242655,1.66,RED
5053,11.647406,7.755862,1.5,RED
5054,11.227266,6.032634,1.86,RED
5055,12.6245,6.522426,1.94,RED
5056,7.6835713,7.454784,1.03,BLUE
5057,9.319736,5.7411094,1.62,RED
5058,7.355255,7.0608344,1.04,BLUE
5059,11.066257,5.027406,2.2,RED
5060,9.053397,4.7668,1.9,RED
5061,9.3850765,6.252196,1.5,RED
5062,9.9609165,9.2014,1.08,BLUE
5063,7.832155,5.390753,1.45,RED
5064,9.409022,6.566173,1.43,RED
5065,9.213067,5.1499925,1.79,RED
5066,9.563734,7.2029557,1.33,RED
5067,11.316406,7.992828,1.42,RED
5068,12.913026,6.2788095,2.06,RED
5069,12.940635,7.218021,1.79,RED
5070,10.443646,7.5747366,1.38,RED
5071,7.529615,8.753132,0.86,BLUE
5072,11.621391,6.9836764,1.66,RED
5073,9.479227,6.306627,1.5,RED
5074,8.607133,7.0888443,1.21,RED
5075,7.646634,7.6063766,1.01,BLUE
5076,10.087031,8.259464,1.22,RED
5077,8.769326,8.591419,1.02,BLUE
5078,11.36256,6.8624506,1.66,RED
5079,9.471834,4.9040265,1.93,RED
5080,11.225199,7.7141,1.46,RED
5081,6.850697,6.11967,1.12,RED
5082,12.001446,6.8248415,1.76,RED
5083,8.688334,7.9653096,1.09,BLUE
5084,9.351579,5.2399125,1.78,RED
5085,12.121776,5.026906,2.41,RED
5086,8.33034,6.3828373,1.31,RED
5087,6.5414124,7.0224924,0.93,BLUE
5088,12.513622,7.6892157,1.63,RED
5089,8.408876,6.3029304,1.33,RED
5090,7.3395057,6.0305686,1.22,RED
5091,12.619116,5.176703,2.44,RED
5092,7.3927755,8.424339,0.88,BLUE
5093,6.6645207,8.688428,0.77,BLUE
5094,7.490642,6.0537095,1.24,RED
5095,12.163526,8.113761,1.5,RED
5096,7.420032,8.983507,0.83,BLUE
5097,6.754268,5.269735,1.28,RED
5098,11.346253,5.6111217,2.02,RED
5099,7.2453775,6.3857884,1.13,RED
5100,12.293014,5.985643,2.05,RED
5101,12.601286,5.819211,2.17,RED
5102,6.8500104,8.748641,0.78,BLUE
5103,11.493425,9.003597,1.28,RED
5104,9.144874,8.004133,1.14,RED
5105,11.7778425,7.7075806,1.53,RED
5106,12.468927,8.309372,1.5,RED
5107,6.7641616,4.653103,1.45,RED
5108,9.513142,4.7060914,2.02,RED
5109,8.371544,8.437012,0.99,BLUE
5110,10.1156,8.570313,1.18,RED
5111,6.629909,8.165508,0.81,BLUE
5112,11.770929,8.569769,1.37,RED
5113,11.603601,6.2398953,1.86,RED
5114,8.353984,6.3185453,1.32,RED
5115,11.558746,6.37569,1.81,RED
5116,8.293004,4.502646,1.84,RED
5117,9.430852,5.7029243,1.65,RED
5118,8.029232,6.548538,1.23,RED
5119,10.48093,5.6713405,1.85,RED
5120,6.5461187,4.6414337,1.41,RED
5121,9.454013,6.172318,1.53,RED
5122,8.709212,7.130799,1.22,RED
5123,11.941134,7.041687,1.7,RED
5124,10.720023,8.56108,1.25,RED
5125,9.141602,6.26598,1.46,RED
5126,10.895251,7.9488697,1.37,RED
5127,12.67553,7.7529993,1.63,RED
5128,12.556669,4.8771276,2.57,RED
5129,12.314633,4.6652102,2.64,RED
5130,9.773026,5.276098,1.85,RED
5131,12.023561,6.240561,1.93,RED
5132,6.871299,7.1947007,0.96,BLUE
5133,9.339637,4.717586,1.98,RED
5134,11.491199,7.645396,1.5,RED
5135,7.194609,4.8359213,1.49,RED
5136,12.127547,8.47152,1.43,RED
5137,6.752033,6.00627,1.12,RED
5138,9.957237,6.3685365,1.56,RED
5139,11.584693,4.622062,2.51,RED
5140,11.533778,7.444124,1.55,RED
5141,8.625247,8.10441,1.06,BLUE
5142,11.811265,7.4644966,1.58,RED
5143,8.893414,7.1250844,1.25,RED
5144,13.132512,4.55012,2.89,RED
5145,9.782199,5.0364456,1.94,RED
5146,9.633964,5.892894,1.63,RED
5147,10.8931,4.9628916,2.19,RED
5148,11.990443,9.020639,1.33,RED
5149,12.780055,8.842966,1.45,RED
5150,11.53359,5.0783763,2.27,RED
5151,11.026312,7.6886683,1.43,RED
5152,10.765352,8.078411,1.33,RED
5153,12.412067,6.2029457,2.0,RED
5154,9.299844,7.799312,1.19,RED
5155,6.727862,7.434341,0.9,BLUE
5156,9.585714,8.3569355,1.15,RED
5157,9.968431,8.545166,1.17,RED
5158,8.456925,7.8202896,1.08,BLUE
5159,8.929776,4.9006557,1.82,RED
5160,12.112701,7.1559825,1.69,RED
5161,8.328912,5.278704,1.58,RED
5162,11.65404,6.543737,1.78,RED
5163,8.393708,7.596608,1.1,BLUE
5164,12.697441,7.467413,1.7,RED
5165,9.174371,6.264034,1.46,RED
5166,9.952592,6.540291,1.52,RED
5167,8.937081,5.312764,1.68,RED
5168,11.83536,8.398752,1.41,RED
5169,7.431552,8.074317,0.92,BLUE
5170,8.668544,5.502667,1.58,RED
5171,12.829816,7.992073,1.61,RED
5172,11.260852,5.903438,1.91,RED
5173,6.881404,4.3846436,1.57,RED
5174,10.951938,5.7486115,1.91,RED
5175,7.5544415,8.399133,0.9,BLUE
5176,9.567198,9.137519,1.05,BLUE
5177,10.209419,6.8835497,1.48,RED
5178,8.890957,4.640618,1.92,RED
5179,6.491371,8.672343,0.75,BLUE
5180,11.153433,7.2077847,1.55,RED
5181,7.428758,8.294306,0.9,BLUE
5182,6.736503,8.607647,0.78,BLUE
5183,10.233824,6.834613,1.5,RED
5184,8.200977,5.3084865,1.54,RED
5185,7.1175632,5.5376534,1.29,RED
5186,6.993035,5.8535557,1.19,RED
5187,10.439177,4.602702,2.27,RED
5188,9.970546,8.004509,1.25,RED
5189,6.542902,8.357002,0.78,BLUE
5190,10.875889,8.024563,1.36,RED
5191,11.259281,9.134938,1.23,RED
5192,8.539177,7.2250457,1.18,RED
5193,7.9902897,5.340535,1.5,RED
5194,7.784586,6.9658155,1.12,RED
5195,10.439168,7.355406,1.42,RED
5196,9.198658,7.663696,1.2,RED
5197,9.26096,5.3251276,1.74,RED
5198,11.823256,7.767231,1.52,RED
5199,11.205011,4.5652304,2.45,RED
5200,9.869879,6.2913966,1.57,RED
5201,12.032041,8.333822,1.44,RED
5202,7.549322,5.544628,1.36,RED
5203,12.887203,5.640496,2.28,RED
5204,10.410626,5.607211,1.86,RED
5205,6.668987,8.145388,0.82,BLUE
5206,10.123112,8.051711,1.26,RED
5207,11.4692335,7.985889,1.44,RED
5208,7.3469734,7.657269,0.96,BLUE
5209,11.964462,5.130701,2.33,RED
5210,9.52207,4.6135592,2.06,RED
5211,9.135718,4.997651,1.83,RED
5212,9.449698,7.1540146,1.32,RED
5213,6.6614017,7.0709352,0.94,BLUE
5214,7.326528,6.094757,1.2,RED
5215,11.967544,8.667962,1.38,RED
5216,10.051065,5.992298,1.68,RED
5217,7.33407,5.724887,1.28,RED
5218,12.124954,7.4182844,1.63,RED
5219,9.633478,5.0372167,1.91,RED
5220,9.567039,4.9080634,1.95,RED
5221,6.4149113,9.201928,0.7,BLUE
5222,8.648754,7.510759,1.15,RED
5223,10.920856,6.020559,1.81,RED
5224,8.444209,8.095577,1.04,BLUE
5225,7.247236,5.012203,1.45,RED
5226,10.650526,8.382869,1.27,RED
5227,8.735235,7.954746,1.1,BLUE
5228,8.85801,6.128211,1.45,RED
5229,11.941861,5.7881603,2.06,RED
5230,10.868267,8.125543,1.34,RED
5231,13.166506,6.251734,2.11,RED
5232,10.875924,8.490537,1.28,RED
5233,6.9826655,8.901693,0.78,BLUE
5234,11.835939,4.756306,2.49,RED
5235,11.62063,6.240982,1.86,RED
5236,8.398982,4.892568,1.72,RED
5237,10.365334,6.928021,1.5,RED
5238,9.382846,8.140541,1.15,RED
5239,9.265496,6.3639812,1.46,RED
5240,11.334274,6.0463037,1.87,RED
5241,8.287256,6.0451536,1.37,RED
5242,12.262595,8.464018,1.45,RED
5243,6.9489064,6.876939,1.01,BLUE
5244,12.089362,6.1523447,1.97,RED
5245,9.724047,5.4000754,1.8,RED
5246,7.642519,5.183178,1.47,RED
5247,9.917382,7.5632668,1.31,RED
5248,8.597238,6.348766,1.35,RED
5249,11.371847,5.070498,2.24,RED
5250,12.35552,6.24299,1.98,RED
5251,10.796464,4.5903473,2.35,RED
5252,8.709645,8.661492,1.01,BLUE
5253,11.767117,6.599604,1.78,RED
5254,7.041621,7.839834,0.9,BLUE
5255,12.691826,4.3527994,2.92,RED
5256,9.180535,5.854642,1.57,RED
5257,10.555194,5.8687406,1.8,RED
5258,7.590752,8.274909,0.92,BLUE
5259,10.577818,4.806724,2.2,RED
5260,10.46474,4.9861164,2.1,RED
5261,11.037526,6.074835,1.82,RED
5262,8.684408,8.308159,1.05,BLUE
5263,10.728914,8.201107,1.31,RED
5264,9.649376,4.996693,1.93,RED
5265,9.362394,5.501499,1.7,RED
5266,9.323837,8.293345,1.12,RED
5267,9.308118,8.588014,1.08,BLUE
5268,11.651745,6.2000093,1.88,RED
5269,10.079081,5.7972617,1.74,RED
5270,7.006532,8.137677,0.86,BLUE
5271,8.275868,4.406761,1.88,RED
5272,10.794776,4.6048055,2.34,RED
5273,9.776635,5.2724957,1.85,RED
5274,6.33903,9.004934,0.7,BLUE
5275,12.666403,5.5660133,2.28,RED
5276,12.329557,6.633691,1.86,RED
5277,10.023292,7.9490876,1.26,RED
5278,11.751144,6.7557225,1.74,RED
5279,12.109435,7.9066978,1.53,RED
5280,12.13578,5.371614,2.26,RED
5281,11.103344,8.112757,1.37,RED
5282,11.572325,5.5929737,2.07,RED
5283,6.7884283,9.043563,0.75,BLUE
5284,12.175059,5.5472155,2.19,RED
5285,12.90385,6.3123994,2.04,RED
5286,12.794388,7.6681657,1.67,RED
5287,11.569934,6.3722777,1.82,RED
5288,11.323156,7.798393,1.45,RED
5289,7.72131,5.2687254,1.47,RED
5290,9.975728,5.9017143,1.69,RED
5291,12.74961,5.6420407,2.26,RED
5292,11.344492,7.8543987,1.44,RED
5293,6.5845323,7.0805984,0.93,BLUE
5294,12.865062,4.7276845,2.72,RED
5295,9.278071,5.0923214,1.82,RED
5296,6.6286783,4.7111077,1.41,RED
5297,9.210446,7.070858,1.3,RED
5298,9.389517,7.5759563,1.24,RED
5299,8.380797,5.2734475,1.59,RED
5300,12.894742,7.1503644,1.8,RED
5301,12.568835,7.991869,1.57,RED
5302,9.606456,5.9818635,1.61,RED
5303,7.474328,4.4256186,1.69,RED
5304,8.716502,4.6576366,1.87,RED
5305,11.62619,4.992351,2.33,RED
5306,12.585318,7.200237,1.75,RED
5307,11.968605,7.4640493,1.6,RED
5308,8.174374,5.706621,1.43,RED
5309,11.883503,8.544305,1.39,RED
5310,12.219466,6.019988,2.03,RED
5311,8.338398,8.768049,0.95,BLUE
5312,10.318605,8.017639,1.29,RED
5313,9.038402,8.969217,1.01,BLUE
5314,12.761442,6.686069,1.91,RED
5315,9.672598,7.8651776,1.23,RED
5316,9.39619,8.158682,1.15,RED
5317,11.41166,4.9748535,2.29,RED
5318,9.429377,9.164983,1.03,BLUE
5319,9.323632,7.0553637,1.32,RED
5320,12.4204,4.4581037,2.79,RED
5321,8.00826,4.436173,1.81,RED
5322,6.91194,6.178357,1.12,RED
5323,7.0438595,4.6881013,1.5,RED
5324,6.8188605,5.889049,1.16,RED
5325,6.596313,4.737964,1.39,RED
5326,8.668982,6.0614533,1.43,RED
5327,6.4921713,5.2267466,1.24,RED
5328,9.445045,5.0206313,1.88,RED
5329,8.543107,6.3536944,1.34,RED
5330,7.606285,5.319599,1.43,RED
5331,12.204899,5.5961695,2.18,RED
5332,11.725433,5.0591636,2.32,RED
5333,9.838463,7.253886,1.36,RED
5334,12.883893,4.769064,2.7,RED
5335,8.257149,8.166111,1.01,BLUE
5336,8.974402,7.096284,1.26,RED
5337,11.25913,5.019259,2.24,RED
5338,7.6165576,5.112921,1.49,RED
5339,6.510617,5.6983476,1.14,RED
5340,8.507242,5.552083,1.53,RED
5341,11.706212,4.630739,2.53,RED
5342,10.968697,5.2948155,2.07,RED
5343,9.174133,7.390104,1.24,RED
5344,11.655991,8.811385,1.32,RED
5345,10.241713,7.42665,1.38,RED
5346,6.7062197,7.7227416,0.87,BLUE
5347,7.539936,4.859104,1.55,RED
5348,10.584703,6.471166,1.64,RED
5349,10.236378,7.994393,1.28,RED
5350,12.892448,8.254686,1.56,RED
5351,7.0608068,4.6865296,1.51,RED
5352,8.172917,6.2398334,1.31,RED
5353,12.322238,8.105754,1.52,RED
5354,9.587578,7.7712545,1.23,RED
5355,11.297859,5.28372,2.14,RED
5356,10.076084,7.5592146,1.33,RED
5357,8.6136,5.681147,1.52,RED
5358,6.7451153,8.769989,0.77,BLUE
5359,8.0667095,5.5276117,1.46,RED
5360,10.9834585,4.865489,2.26,RED
5361,8.358721,7.9073687,1.06,BLUE
5362,7.8921604,7.548557,1.05,BLUE
5363,10.448707,6.4903455,1.61,RED
5364,9.2390995,5.5553837,1.66,RED
5365,7.787143,5.973005,1.3,RED
5366,8.453028,6.723038,1.26,RED
5367,6.667712,9.057109,0.74,BLUE
5368,9.237119,6.5295806,1.41,RED
5369,8.507847,8.029071,1.06,BLUE
5370,8.114853,4.65523,1.74,RED
5371,7.5949845,6.156265,1.23,RED
5372,7.2270217,5.311886,1.36,RED
5373,9.768672,6.350329,1.54,RED
5374,7.349686,4.936883,1.49,RED
5375,7.3078475,8.716285,0.84,BLUE
5376,11.792755,4.5335903,2.6,RED
5377,10.662305,8.851606,1.2,RED
5378,10.575929,5.4191084,1.95,RED
5379,8.398648,5.410456,1.55,RED
5380,8.900565,7.735094,1.15,RED
5381,8.620421,5.917389,1.46,RED
5382,10.225615,5.5261908,1.85,RED
5383,12.140061,7.3456798,1.65,RED
5384,8.869988,6.715835,1.32,RED
5385,9.478883,7.9498577,1.19,RED
5386,8.889512,6.88631,1.29,RED
5387,12.06779,8.876169,1.36,RED
5388,9.6018305,9.062294,1.06,BLUE
5389,10.485559,5.401711,1.94,RED
5390,10.953664,4.786844,2.29,RED
5391,7.269909,6.0411873,1.2,RED
5392,7.1504474,6.0003448,1.19,RED
5393,9.202212,4.6616335,1.97,RED
5394,12.817075,6.4831123,1.98,RED
5395,10.124704,7.780079,1.3,RED
5396,7.146984,4.831897,1.48,RED
5397,7.2782984,8.82238,0.82,BLUE
5398,8.969414,4.4869633,2.0,RED
5399,7.0652127,8.855981,0.8,BLUE
5400,10.343148,4.960443,2.09,RED
5401,9.381101,6.531873,1.44,RED
5402,9.462424,7.247143,1.31,RED
5403,7.9655585,4.3270416,1.84,RED
5404,8.693152,6.990537,1.24,RED
5405,7.2934933,4.8607664,1.5,RED
5406,12.654346,5.9298115,2.13,RED
5407,7.3580484,6.800702,1.08,BLUE
5408,10.413676,8.3150215,1.25,RED
5409,6.766572,4.981102,1.36,RED
5410,11.693457,4.728082,2.47,RED
5411,11.919842,7.489522,1.59,RED
5412,6.9333014,5.8138437,1.19,RED
5413,11.22953,7.8700027,1.43,RED
5414,9.98614,6.4253535,1.55,RED
5415,7.644578,5.7700458,1.32,RED
5416,7.170969,7.4430227,0.96,BLUE
5417,9.639917,4.5526805,2.12,RED
5418,13.2348385,8.22035,1.61,RED
5419,8.040646,4.617584,1.74,RED
5420,8.155365,6.2632303,1.3,RED
5421,8.947172,6.0393596,1.48,RED
5422,10.2011595,7.3769183,1.38,RED
5423,9.138858,7.330193,1.25,RED
5424,7.641333,6.9202166,1.1,BLUE
5425,8.298868,5.9474125,1.4,RED
5426,9.559724,8.593785,1.11,RED
5427,10.34886,6.58842,1.57,RED
5428,13.218996,9.066032,1.46,RED
5429,9.106173,6.1606603,1.48,RED
5430,12.158249,5.770579,2.11,RED
5431,12.793138,5.7093325,2.24,RED
5432,8.228628,8.43339,0.98,BLUE
5433,12.889922,5.663602,2.28,RED
5434,8.803539,6.7168093,1.31,RED
5435,8.562328,6.1053066,1.4,RED
5436,12.2189045,6.8627777,1.78,RED
5437,9.860637,6.712111,1.47,RED
5438,10.655829,5.896037,1.81,RED
5439,11.495034,5.5448475,2.07,RED
5440,7.4119906,6.5982814,1.12,RED
5441,10.623578,5.8270097,1.82,RED
5442,12.609631,4.799677,2.63,RED
5443,12.541227,5.042107,2.49,RED
5444,11.639932,7.7188134,1.51,RED
5445,11.946404,7.120973,1.68,RED
5446,6.978303,8.577612,0.81,BLUE
5447,10.350373,5.3704863,1.93,RED
5448,11.896869,8.748466,1.36,RED
5449,11.1937065,4.750975,2.36,RED
5450,10.214997,5.058273,2.02,RED
5451,9.908218,5.8907757,1.68,RED
5452,8.143623,8.6913595,0.94,BLUE
5453,12.389328,8.158193,1.52,RED
5454,10.349441,8.358976,1.24,RED
5455,12.459948,6.165077,2.02,RED
5456,6.8235626,5.598699,1.22,RED
5457,6.825415,8.254281,0.83,BLUE
5458,6.572238,7.9742846,0.82,BLUE
5459,9.74925,8.346279,1.17,RED
5460,11.073568,6.4299946,1.72,RED
5461,12.131149,4.342572,2.79,RED
5462,9.362,8.832155,1.06,BLUE
5463,8.700112,6.586724,1.32,RED
5464,6.596869,5.0468354,1.31,RED
5465,8.802358,6.3903365,1.38,RED
5466,6.5277386,4.816795,1.36,RED
5467,7.253275,9.109421,0.8,BLUE
5468,8.807365,5.298022,1.66,RED
5469,10.602988,5.955011,1.78,RED
5470,10.499306,4.750235,2.21,RED
5471,11.759021,5.1550336,2.28,RED
5472,8.832041,4.833178,1.83,RED
5473,12.613117,8.318685,1.52,RED
5474,11.422952,6.1012444,1.87,RED
5475,11.798001,4.8915815,2.41,RED
5476,12.16385,7.915804,1.54,RED
5477,8.642365,7.405909,1.17,RED
5478,9.338999,6.8982224,1.35,RED
5479,10.455799,7.0953126,1.47,RED
5480,12.531622,6.2265925,2.01,RED
5481,7.0657105,8.093575,0.87,BLUE
5482,8.968137,8.7738285,1.02,BLUE
5483,9.335375,7.197977,1.3,RED
5484,8.083639,6.9332376,1.17,RED
5485,10.048275,8.748785,1.15,RED
5486,10.419758,5.2835307,1.97,RED
5487,6.6472216,4.6777477,1.42,RED
5488,6.4514112,7.8745475,0.82,BLUE
5489,8.55168,7.9009495,1.08,BLUE
5490,6.740181,6.1109667,1.1,BLUE
5491,12.177832,6.9486437,1.75,RED
5492,8.31833,7.0373306,1.18,RED
5493,12.523554,6.807774,1.84,RED
5494,7.4740124,7.343648,1.02,BLUE
